gene_symbol,PASid,RED,pvalue,p_adj,APAreg,Significance
AGBL5,chr2:27282403:+,-1.70253380025423,0.01437940023742,0.0592465381501149,DN,NS
AGBL5,chr2:27285869:+,-6.57930925545236,0.063773333310718,0.173582075996502,NC,NS
AGBL5,chr2:27290143:+,-1.61325358135469,0.391002218955771,0.55762508717432,NC,NS
AGFG1,chr2:228392908:+,-0.319745830897591,0.832996453916575,0.905576573895901,NC,NS
AGO3,chr1:36458321:+,0.97077171177285,0.242463884818683,0.42670136113118,NC,NS
AGO4,chr1:36320111:+,0.684880162590615,0.47577821464284,0.634846440951452,NC,NS
AGO4,chr1:36321035:+,1.51585903399552,0.269886798074761,0.457350517836139,NC,NS
AHCYL1,chr1:110538052:+,1.75382491847443,0.48133054205676,0.639408795426753,NC,NS
AHCYL1,chr1:110538148:+,2.09760316696665,0.424336821962538,0.588604040954877,NC,NS
AHCYL2,chr7:128956439:+,4.58653566030632,0.102536334288194,0.239912459475978,NC,NS
AHI1,chr6:135631051:-,0.221796537474098,0.303557798349106,0.494513641368179,NC,NS
AIG1,chr6:143511734:+,-0.65633471591349,0.131780549271427,0.28989337827973,NC,NS
AIG1,chr6:143520664:+,-0.415865722422835,0.246622794888027,0.432300619569574,NC,NS
AIG1,chr6:143527133:+,-0.561945407830784,0.0234826229830852,0.084609006128838,DN,NS
AIG1,chr6:143554728:+,-0.814918037367337,0.0506583235430765,0.14930551324083,NC,NS
AIG1,chr6:143629653:+,2.58253033820273,0.181834298229851,0.36107907192559,NC,NS
AK2,chr1:33477757:-,0.232886618642475,0.391002218955771,0.55762508717432,NC,NS
AK5,chr1:77763712:+,1.20835459262235,0.00169803959910691,0.0116211824040144,UP,IPA activation in Neurites
AK5,chr1:77904009:+,-1.21968649914721,0.145120514989215,0.312044377347555,NC,NS
AK5,chr1:77948725:+,-2.34106305914543,0.181762132601215,0.36107907192559,NC,NS
AK6,chr5:68660570:-,1.23780902728905,0.00131611861381634,0.00968870374407004,UP,IPA activation in Neurites
AK6,chr5:68660641:-,1.23821374315259,0.00129251397989573,0.00957286609767519,UP,IPA activation in Neurites
AK6,chr5:68660697:-,1.23731449408424,0.00137543186571407,0.0100342600578181,UP,IPA activation in Neurites
AKAP10,chr17:19842944:-,2.93499987165324,8.61254645939886e-05,0.00161187119505519,UP,IPA activation in Neurites
AKAP13,chr15:85959083:+,-0.782711701519661,0.391002218955771,0.55762508717432,NC,NS
AKAP13,chr15:85984112:+,1.92016757463113,0.0118243648866307,0.0509946890546912,UP,NS
AKAP13,chr15:86020889:+,3.64128659168847,0.0209027176776142,0.077956485532644,UP,NS
AKAP13,chr15:86228105:+,4.26917213247497,0.000216169285803473,0.0026562619816154,UP,IPA activation in Neurites
AKAP6,chr14:32910565:+,0,,1,NC,NS
AKAP6,chr14:32910732:+,2.30591483065969,0.391002218955771,0.55762508717432,NC,NS
AKIRIN2,chr6:88408121:-,-0.993046552538418,0.106427236225538,0.246372469778052,NC,NS
AKR1A1,chr1:46027552:+,0.615717714980705,0.240962048546876,0.424518945774474,NC,NS
AKR1E2,chr10:4889537:+,4.50310505354957,0.000496324858656082,0.0047824094301396,UP,IPA activation in Neurites
AKTIP,chr16:53530412:-,-0.702572337161973,0.0673944516044846,0.180063437552244,NC,NS
ALCAM,chr3:105192018:+,0.857963837219868,0.459956612544376,0.621190362653604,NC,NS
ALDOA,chr16:30077249:+,0.545167994632291,0.0101386226108322,0.0453026057156195,UP,IPA activation in Neurites
ALDOA,chr16:30081351:+,0.927961211042418,0.0341509326333901,0.111379650264126,UP,NS
ALG10B,chr12:38716391:+,1.60718036023223,0.00585448973799384,0.030338601773246,UP,IPA activation in Neurites
ALG11,chr13:52599011:+,0.57584597265753,0.165503633110637,0.340242346640762,NC,NS
ALK,chr2:29746725:-,-1.78616686891678,0.421852848911648,0.586499889881481,NC,NS
ALS2,chr2:202625560:-,2.3817211068499,0.000187870443254752,0.00246409050371327,UP,IPA activation in Neurites
AMACR,chr5:33989198:-,0.373084498772764,0.186185041206379,0.362420360169629,NC,NS
AMOTL1,chr11:94550785:+,2.04641369622693,0.274263608281648,0.46258811712253,NC,NS
AMZ2,chr17:66214488:+,-0.764706846393071,0.0684080765075,0.181303758325433,NC,NS
ANAPC10,chr4:145933605:-,0,,1,NC,NS
ANAPC7,chr12:110813279:-,-0.495018107655449,0.136506988676229,0.29746663990082,NC,NS
ANAPC7,chr12:110813360:-,-0.484717514066663,0.135238094593825,0.295665930189142,NC,NS
ANAPC7,chr12:110824538:-,0.582003577123597,0.391002218955771,0.55762508717432,NC,NS
ANK1,chr8:41621408:-,-2.63637079287345,0.205184886191452,0.378899884598613,NC,NS
ANK1,chr8:41685683:-,-2.28723641325278,0.391002218955771,0.55762508717432,NC,NS
ANK2,chr4:113948928:+,0,,1,NC,NS
ANK2,chr4:114095571:+,0.941382405679411,0.0119831300158819,0.0514196743009535,UP,NS
ANK3,chr10:61995309:-,0,,1,NC,NS
ANK3,chr10:62123729:-,-3.19243336209247,0.0493128500370971,0.146493484908739,DN,NS
ANKFY1,chr17:4126356:-,-1.10348262385087,0.391002218955771,0.55762508717432,NC,NS
ANKH,chr5:14796278:-,1.51211841699938,0.258156438840695,0.445931569541648,NC,NS
ANKH,chr5:14820488:-,-1.97704347363073,0.391002218955771,0.55762508717432,NC,NS
ANKHD1-EIF4EBP3,chr5:139852062:+,0.80779323143845,0.71489566836086,0.827091423438747,NC,NS
ANKHD1-EIF4EBP3,chr5:139853706:+,-2.55335481958873,0.334619704203199,0.528141252238977,NC,NS
ANKHD1-EIF4EBP3,chr5:139921717:+,0.275606932928956,0.734748842776769,0.840874237303784,NC,NS
ANKIB1,chr7:91965496:+,1.58054791783012,0.319530947487189,0.511583414372082,NC,NS
ANKIB1,chr7:91970820:+,3.15483959023109,0.190221981975435,0.36536304146579,NC,NS
ANKIB1,chr7:91974458:+,3.63638468746824,9.39346192840036e-07,0.000117201501906657,UP,IPA activation in Neurites
ANKRD10,chr13:111534057:-,0.791964613781279,0.205503835946367,0.379040557295522,NC,NS
ANKRD11,chr16:89365283:-,-0.176683676656805,0.783204898056959,0.874247393347095,NC,NS
ANKRD11,chr16:89409410:-,2.20541988010473,0.294429012590402,0.484017424075978,NC,NS
ANKRD11,chr16:89458062:-,2.8990000617848,0.276774005895784,0.465209779857991,NC,NS
ANKRD11,chr16:89465610:-,-1.40446599089412,0.391002218955771,0.55762508717432,NC,NS
ANKRD11,chr16:89493014:-,0.109441024074755,0.960256544862419,0.975696042451562,NC,NS
ANKRD26,chr10:27306427:-,4.15312173796488,2.17776058943626e-06,0.000182706603934428,UP,IPA activation in Neurites
ANKRD28,chr3:15785130:-,0,,1,NC,NS
ANKRD36,chr2:97831998:+,0,,1,NC,NS
ANKRD36,chr2:97877566:+,1.86110546162137,0.000143897579882556,0.00209687445459241,UP,IPA activation in Neurites
ANKRD42,chr11:82922510:+,2.48565830164069,0.000811702034723027,0.00669447813722415,UP,IPA activation in Neurites
ANKRD42,chr11:82924687:+,1.86591254018275,0.00143839611044007,0.0104000527093631,UP,IPA activation in Neurites
ANKRD42,chr11:82925473:+,1.87288865567994,0.00781288690008554,0.0375296225625037,UP,IPA activation in Neurites
ANKRD42,chr11:82925514:+,1.78239075266333,0.0039118246047611,0.0221336494497297,UP,IPA activation in Neurites
ANKRD42,chr11:82926242:+,1.36492158496315,0.00748314704089571,0.0363040812572268,UP,IPA activation in Neurites
ANKRD44,chr2:198114308:-,-0.488072696870887,0.717490865587524,0.829552576559514,NC,NS
ANKRD50,chr4:125622595:-,1.36908891607039,0.322974123582432,0.514887378367362,NC,NS
ANKRD50,chr4:125626503:-,0.513502280284044,0.296962124027464,0.487194098286459,NC,NS
ANKS1A,chr6:34884492:+,1.22312892858921,0.609152748941398,0.749844997811495,NC,NS
ANKS1A,chr6:34996667:+,2.90709498630806,0.139490823143205,0.302478763553848,NC,NS
ANKS1B,chr12:99141422:-,0.190584062654409,0.878323405048533,0.931949779539067,NC,NS
ANKS1B,chr12:99492398:-,-0.611630012980068,0.731371439119502,0.83894384284656,NC,NS
ANO10,chr3:43526401:-,0.503320239584378,0.62248603759454,0.759310790577922,NC,NS
ANO10,chr3:43696604:-,0.280728111046289,0.431487958530813,0.594430406648021,NC,NS
ANP32B,chr9:100773672:+,0.421881976205045,0.0408831837539489,0.126792589003643,UP,NS
ANP32E,chr1:150195512:-,0.691768486997114,0.0497910147902788,0.147553640663518,UP,NS
ANTXR1,chr2:69310190:+,0.00312023131066708,0.997621819615269,0.997621819615269,NC,NS
ANTXR1,chr2:69341094:+,0.534363044764586,0.44355886171177,0.606280174463335,NC,NS
ANTXR1,chr2:69341227:+,0.557363392314629,0.405580149643476,0.572708359885418,NC,NS
ANTXR1,chr2:69342615:+,0.769475057433957,0.232704944703671,0.413716573229105,NC,NS
ANTXR1,chr2:69344845:+,0.590691338621513,0.404370281677936,0.571497470416741,NC,NS
ANTXR1,chr2:69446839:+,-0.0549446659950625,0.924015620971094,0.956258483802573,NC,NS
ANTXR2,chr4:80886830:-,0.230528121692082,0.47243487111329,0.633122578583659,NC,NS
AP1G1,chr16:71811540:-,1.65981944451223,0.324986584517738,0.516529305239325,NC,NS
AP1M1,chr19:16320065:+,0.556998210144702,0.0589196052384562,0.166300927546594,NC,NS
AP2A2,chr11:926090:+,0.0972314933571411,0.591278033954251,0.734343775707347,NC,NS
AP4E1,chr15:51251054:+,2.5135991618373,0.00327819356426883,0.0192189034743761,UP,IPA activation in Neurites
AP5M1,chr14:57741163:+,1.51729615138586,0.00150335955079418,0.0107549546025757,UP,IPA activation in Neurites
APBB2,chr4:40870980:-,-1.16475023668594,0.291515402852333,0.480689241029973,NC,NS
APBB2,chr4:40995379:-,0.474007209993033,0.88595378874938,0.935028263878786,NC,NS
APC,chr5:112107036:+,0,,1,NC,NS
APC,chr5:112127530:+,0,,1,NC,NS
API5,chr11:43347842:+,3.99675612946345,0.0186210267142424,0.0715153243816131,UP,NS
APOO,chrX:23854760:-,1.60507098921786,1.44195823104587e-05,0.000543467962194291,UP,IPA activation in Neurites
APOO,chrX:23858429:-,0,,1,NC,NS
APOPT1,chr14:104038158:+,0.254886901947746,0.0908729794636301,0.222204983954786,NC,NS
APP,chr21:27336769:-,-1.87986969972101,0.391002218955771,0.55762508717432,NC,NS
APP,chr21:27398878:-,0,,1,NC,NS
APPL1,chr3:57302518:+,0.963382304531483,5.91466837900941e-05,0.0012623147514149,UP,IPA activation in Neurites
ARFGEF1,chr8:68123670:-,0.727040607388704,0.00746834849759934,0.0362684468955273,UP,IPA activation in Neurites
ARFGEF3,chr6:138547464:+,-1.83529032038936,0.532481997753593,0.687283130257025,NC,NS
ARGLU1,chr13:107210054:-,0,,1,NC,NS
ARGLU1,chr13:107210328:-,0,,1,NC,NS
ARHGAP12,chr10:32173272:-,0.183606832945923,0.637514165539776,0.771293866115502,NC,NS
ARHGAP12,chr10:32176005:-,0.507056399289824,0.102779641629394,0.240329522426059,NC,NS
ARHGAP12,chr10:32180230:-,0.772698739026983,0.00667076203337669,0.0336024099942143,UP,IPA activation in Neurites
ARHGAP21,chr10:24898640:-,-1.74549476007816,0.47907693520946,0.637444747892132,NC,NS
ARHGAP26,chr5:142187841:+,1.49303717472007,0.579093279398318,0.725079552911543,NC,NS
ARHGAP26,chr5:142326684:+,-4.40263056095522,0.0717119745648135,0.188012105728654,NC,NS
ARHGAP35,chr19:47455516:+,-0.218135875601836,0.335361817696408,0.528627915440309,NC,NS
ARHGAP35,chr19:47486341:+,2.93034341087983,0.204453668406588,0.378658159745888,NC,NS
ARHGEF12,chr11:120348583:+,4.16285700886004,0.117087070905566,0.264751713302269,NC,NS
ARHGEF4,chr2:131756350:+,4.84235508320819,0.055188027407338,0.159105534351287,NC,NS
ARHGEF7,chr13:111947539:+,0.179231699620379,0.300386629591574,0.491155414502252,NC,NS
ARHGEF7,chr13:111949334:+,0.204533587040638,0.239719891594875,0.423249997278906,NC,NS
ARID1B,chr6:157130868:+,1.13580671376191,0.694793866275653,0.813294912989495,NC,NS
ARID1B,chr6:157260008:+,0.717474844272007,0.311700812512515,0.503265522892077,NC,NS
ARID1B,chr6:157284874:+,0.895615012521202,0.602938891155546,0.743889615710671,NC,NS
ARID1B,chr6:157306778:+,1.43015076290514,0.38920379654658,0.55762508717432,NC,NS
ARID1B,chr6:157313146:+,1.38911721147507,0.411570184721362,0.577313496354612,NC,NS
ARID1B,chr6:157381619:+,-0.438703772712656,0.473736902427048,0.633645895329856,NC,NS
ARID1B,chr6:157393704:+,-0.833573694615987,0.0968195682308791,0.231624394794227,NC,NS
ARID1B,chr6:157423336:+,2.5679235411375,0.300159365163748,0.490949738113209,NC,NS
ARID2,chr12:46198214:+,2.35915387050537,0.14416901696362,0.310272638896494,NC,NS
ARID3B,chr15:74878764:+,-3.76451881895654,0.062411416639007,0.171547591765096,NC,NS
ARID4B,chr1:235377125:-,4.18536382780758,1.63218194553434e-05,0.000546677633455941,UP,IPA activation in Neurites
ARID5B,chr10:63785114:+,0.0752393807389113,0.971878430564789,0.982436108537001,NC,NS
ARIH2,chr3:48971423:+,0.89210199315561,0.172352720442461,0.349091056346599,NC,NS
ARIH2,chr3:48971791:+,1.22481521678328,0.155413819989829,0.325967089685564,NC,NS
ARIH2,chr3:48972192:+,1.45601088274556,0.26652162700984,0.454183645470176,NC,NS
ARIH2,chr3:48972509:+,-0.55047600278283,0.715283431410533,0.827328066851356,NC,NS
ARIH2,chr3:48972815:+,2.10313379724485,0.199303602390952,0.373723055581646,NC,NS
ARIH2,chr3:48973134:+,1.24414372126864,0.105382365719669,0.24488566933711,NC,NS
ARIH2,chr3:48973164:+,1.23656969190761,0.102166474704554,0.239912459475978,NC,NS
ARIH2,chr3:48975098:+,0.808969939567312,0.192387293731813,0.366976311759703,NC,NS
ARL2BP,chr16:57284420:+,0.0276178564968946,0.919095481459948,0.953586058162923,NC,NS
ARL6,chr3:97519214:+,1.42090012431285,0.0630445016468644,0.172733414985159,NC,NS
ARL6,chr3:97519397:+,1.10791458473142,0.216287715849757,0.393000756282643,NC,NS
ARL6IP1,chr16:18809234:-,-0.140683174216687,0.182934372008841,0.361265687579149,NC,NS
ARL6IP1,chr16:18809960:-,0.0535485621714571,0.871278472383344,0.927508432863126,NC,NS
ARL6IP4,chr12:123466368:+,0.0654714513562393,0.909600426389443,0.948995642112142,NC,NS
ARL6IP4,chr12:123466569:+,0.628971735560108,0.024076064505058,0.0863331834057568,UP,NS
ARMC8,chr3:137947888:+,1.27823186853889,0.0131370464898147,0.0552028222965788,UP,NS
ARMC8,chr3:137965562:+,0.375065174727171,0.283356839691308,0.471704767637536,NC,NS
ARMC8,chr3:137965726:+,0.395603334389768,0.248208291501445,0.434453793685622,NC,NS
ARMC8,chr3:137965923:+,0.4249986838032,0.26279995975409,0.450925010688972,NC,NS
ARMC8,chr3:137965974:+,0.430328934573383,0.261980378112463,0.450617362988775,NC,NS
ARMC8,chr3:137966790:+,0.377565139531455,0.343181249245444,0.536933151883998,NC,NS
ARMC8,chr3:137967953:+,0.335217949077005,0.453763101448974,0.6157309681123,NC,NS
ARMC9,chr2:232121112:+,0,,1,NC,NS
ARMC9,chr2:232121170:+,0.457546529598703,0.182765670808206,0.36107907192559,NC,NS
ARMCX5-GPRASP2,chrX:101859087:+,-3.14704185704846,0.000160713428925728,0.00226020677789766,DN,IPA suppression in Neurites
ARMCX5-GPRASP2,chrX:101895249:+,0,,1,NC,NS
ARMCX5-GPRASP2,chrX:101895431:+,0,,1,NC,NS
ARMCX5-GPRASP2,chrX:101896078:+,0,,1,NC,NS
ARMCX5-GPRASP2,chrX:101899615:+,0,,1,NC,NS
ARMCX5-GPRASP2,chrX:101905073:+,0,,1,NC,NS
ARMCX5-GPRASP2,chrX:101913385:+,-2.0974257395598,0.000229674220178385,0.0027594932231803,DN,IPA suppression in Neurites
ARMCX5-GPRASP2,chrX:101936742:+,0,,1,NC,NS
ARMCX5-GPRASP2,chrX:101972496:+,-3.20884542038264,3.0831259620765e-06,0.000223917775096481,DN,IPA suppression in Neurites
ARMCX5-GPRASP2,chrX:101972623:+,-3.24499248594601,2.98359455279452e-06,0.000222718251353771,DN,IPA suppression in Neurites
ARMCX5-GPRASP2,chrX:101972659:+,-3.24401102671135,3.3561615562774e-06,0.000236682349751389,DN,IPA suppression in Neurites
ARMCX5-GPRASP2,chrX:102005220:+,-2.80045920750817,3.12136963883835e-05,0.000815450759441941,DN,IPA suppression in Neurites
ARMCX5-GPRASP2,chrX:102007369:+,-2.73789487010309,1.0975028568857e-05,0.000476825794786233,DN,IPA suppression in Neurites
ARMCX5-GPRASP2,chrX:102008468:+,-2.75987335797687,1.21818734051472e-05,0.000502667335220595,DN,IPA suppression in Neurites
ARMCX5-GPRASP2,chrX:102151524:+,0.865875152452133,0.391002218955771,0.55762508717432,NC,NS
ARNTL2,chr12:27521194:+,0,,1,NC,NS
