rank,PG.Genes,row_mean.HN_H
1942,C11orf68,60.01314481
1943,KLHL3,59.58381335
1944,ELMO1,59.23873759
1945,JAM3,59.20529556
1946,CHP1,58.59186745
1947,ROCK1,58.34881304
1948,CCP110,58.17598661
1949,SPECC1L,58.16309293
1950,GRB2,58.02178192
1951,MESD,57.81300098
1952,BRSK1,57.80699921
1953,TBC1D10B,56.99362945
1954,UBE2Q1,56.76360489
1955,SNX24,56.66403708
1956,SET,56.60820516
1957,SMAD4,56.0692606
1958,TAB3,55.99366633
1959,SRR,55.57388591
1960,TPT1,55.49334526
1961,IVD,55.45646095
1962,TKT,55.1477623
1963,RHOT1,54.74379094
1964,CS,54.67636871
1965,EIF1,54.36276245
1966,PRRC2A,54.30338287
1967,YIPF3,53.6622378
1968,ARHGAP33,53.13716921
1969,VDAC2,53.06268859
1970,CIAO1,53.04687436
1971,RUSF1,52.97601827
1972,ARL15,52.86801402
1973,PSME2,52.85391998
1974,CRTAC1,52.22362772
1975,PIP5K1C,52.19887477
1976,FAM50A,52.09122914
1977,PGAP1,52.06136226
1978,RAB10,51.90923564
1979,RIPOR1,51.80743932
1980,MSRB2,51.53978793
1981,DGKQ,51.4407196
1982,KYAT3,50.57451868
1983,PRKAR2B,50.53807575
1984,EPHB1,50.50147501
1985,MARS2,50.41746999
1986,ELOVL5,50.35933876
1987,ARPC2,49.78294118
1988,VIM,49.54046885
1989,ELOC,49.4131484
1990,GEMIN5,49.32864603
1991,DOC2B,49.04990626
1992,AP2B1,48.72486369
1993,UBE2I,48.67626953
1994,TSG101,48.66910196
1995,NUP133,48.48032667
1996,PSMA3,47.53836155
1997,ATG16L1,47.50981681
1998,SLC7A6,47.41497803
1999,ABCF2,47.40962855
2000,RUFY1,46.82916895
2001,POLD1,46.68345706
2002,MAP1S,46.48855972
2003,DPM1,46.48783875
2004,MINDY3,46.44695028
2005,NUDCD1,46.31634363
2006,PALLD,46.15676212
2007,AP4M1,46.04688071
2008,CAMKK1,45.91681258
2009,GFPT2,45.42597485
2010,LAP3,45.35522588
2011,RAP1GAP,45.06996409
2012,CD276,45.03031095
2013,ERMP1,44.95443034
2014,IPO11,44.0459226
2015,CBARP,43.5963664
2016,UQCRC2,43.47846389
2017,SGIP1,43.39262581
2018,MRPS34,43.23506475
2019,GATD1,43.16694959
2020,ARMT1,42.85270547
2021,ABHD12,42.80525589
2022,TF,42.7547938
2023,RAB12,42.69613767
2024,HMGB2,42.35061932
2025,UHRF1BP1L,42.33506648
2026,CHRNB4,42.19072978
2027,EDC4,42.01233163
2028,PSMB3,40.40217654
2029,ILK,40.19692294
2030,SIRT2,39.98208713
2031,AK3,39.64703798
2032,GABARAP,38.9235398
2033,COMMD9,38.90520286
2034,SLC4A8,38.89822134
2035,ATAD3A,38.74138975
2036,ADCK1,38.57733107
2037,PGLS,38.56440671
2038,GRM2,38.4689916
2039,COPS7B,37.97076353
2040,NDUFA7,37.46918551
2041,RAB3GAP1,36.95941671
2042,MB21D2,36.90233866
2043,TRAPPC9,36.84679985
2044,COG3,36.82263374
2045,NCL,36.08382416
2046,RPS9,35.51253764
2047,UBE2Z,34.85782623
2048,FBXL15,34.84684086
2049,TIMM44,34.43987337
2050,LMBRD2,33.81082408
2051,ATP6V1D,32.77837244
2052,MCCC1,32.38389015
2053,PCDH17,31.81851482
2054,MOGS,31.43892225
2055,TMEFF1,31.41670799
2056,PCYOX1,31.2293218
2057,CCDC127,31.04441134
2058,EEF1A2,30.90623156
2059,FBXL16,30.85459868
2060,SV2B,30.26825285
2061,GGT7,30.05150795
2062,PPT1,29.15376727
2063,PMPCB,28.9218893
2064,SLC7A14,28.19363785
2065,PACS2,27.37924838
2066,NIPSNAP1,27.01519585
2067,NUDT21,25.59711679
2068,KIF21B,25.20756595
2069,NDUFA6,24.33133793
2070,QDPR,22.8225801
2071,TRIM46,21.97220675
2072,SLC27A4,20.82426516
2073,TMEM143,18.94844914
2074,PGM2L1,18.77612662
2075,ACYP2,18.52360217
2076,ABCB10,18.25050449
2077,SLC44A1,18.10712004
2078,CCT8,17.87239742
2079,SNX30,16.19561792
2080,MDGA2,15.94683679
2081,APC,15.50907962
2082,PPM1A,15.3518343
2083,NAV2,15.20046234
2084,CDC27,14.83420658
